time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-12 00:00:00+00:00,807,325,3453,1948
2025-05-13 00:00:00+00:00,812,324,4607,2126
2025-05-14 00:00:00+00:00,981,336,4139,2140
2025-05-15 00:00:00+00:00,706,375,4297,2054
2025-05-16 00:00:00+00:00,1416,340,3697,2198
2025-05-17 00:00:00+00:00,545,241,2360,1366
2025-05-18 00:00:00+00:00,603,234,2670,1393
2025-05-19 00:00:00+00:00,1007,408,3869,2051
2025-05-20 00:00:00+00:00,918,339,4250,2213
2025-05-21 00:00:00+00:00,479,299,3736,1992
2025-05-22 00:00:00+00:00,1469,462,3923,2236
2025-05-23 00:00:00+00:00,487,279,3798,2035
2025-05-24 00:00:00+00:00,816,219,2888,1599
2025-05-25 00:00:00+00:00,412,214,2251,1187
