time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-13 00:00:00+00:00,258,167,1984,1098
2025-07-14 00:00:00+00:00,2057,476,3753,1897
2025-07-15 00:00:00+00:00,1604,322,3420,1798
2025-07-16 00:00:00+00:00,1975,420,3763,2008
2025-07-17 00:00:00+00:00,3728,591,3560,1950
2025-07-18 00:00:00+00:00,1647,452,3554,1827
2025-07-19 00:00:00+00:00,458,245,2224,1219
2025-07-20 00:00:00+00:00,396,201,2146,1110
2025-07-21 00:00:00+00:00,1755,427,3839,1998
2025-07-22 00:00:00+00:00,1816,492,3744,1932
2025-07-23 00:00:00+00:00,1423,471,3443,1930
2025-07-24 00:00:00+00:00,6723,573,3556,2038
2025-07-25 00:00:00+00:00,2469,487,3750,1830
2025-07-26 00:00:00+00:00,497,216,7897,1201
