time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-14 00:00:00+00:00,1253,779,7773,2737
2024-02-15 00:00:00+00:00,1533,1039,8159,2630
2024-02-16 00:00:00+00:00,1376,795,7859,2594
2024-02-17 00:00:00+00:00,1397,805,6453,1963
2024-02-18 00:00:00+00:00,998,728,8234,2344
2024-02-19 00:00:00+00:00,1595,1169,10508,3460
2024-02-20 00:00:00+00:00,1389,824,10777,3600
2024-02-21 00:00:00+00:00,1208,896,11256,3329
2024-02-22 00:00:00+00:00,1573,1167,9619,3309
2024-02-23 00:00:00+00:00,1259,921,10202,3210
2024-02-24 00:00:00+00:00,1110,842,7583,2149
2024-02-25 00:00:00+00:00,1100,868,7710,2204
2024-02-26 00:00:00+00:00,1812,1360,11634,3612
2024-02-27 00:00:00+00:00,1241,949,10595,3498
