time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-19 00:00:00+00:00,990,333,2180,1301
2025-09-20 00:00:00+00:00,423,218,1495,862
2025-09-21 00:00:00+00:00,417,227,1855,890
2025-09-22 00:00:00+00:00,1273,416,2855,1509
2025-09-23 00:00:00+00:00,1143,370,2814,1492
2025-09-24 00:00:00+00:00,1737,462,3031,1654
2025-09-25 00:00:00+00:00,3291,609,2867,1528
2025-09-26 00:00:00+00:00,2033,500,2642,1409
2025-09-27 00:00:00+00:00,1177,266,1774,1006
2025-09-28 00:00:00+00:00,315,186,1752,937
2025-09-29 00:00:00+00:00,1181,323,2406,1415
2025-09-30 00:00:00+00:00,2770,473,2301,1320
2025-10-01 00:00:00+00:00,1880,427,2226,1293
2025-10-02 00:00:00+00:00,2736,508,2097,1206
