time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-20 00:00:00+00:00,3566,361,5055,3633
2026-01-21 00:00:00+00:00,4603,413,3567,2075
2026-01-22 00:00:00+00:00,4674,457,3277,1768
2026-01-23 00:00:00+00:00,4162,346,3022,1643
2026-01-24 00:00:00+00:00,3554,298,2405,1150
2026-01-25 00:00:00+00:00,748,184,1898,926
2026-01-26 00:00:00+00:00,3244,361,2910,1552
2026-01-27 00:00:00+00:00,6683,475,3350,1608
2026-01-28 00:00:00+00:00,7048,486,3286,1799
2026-01-29 00:00:00+00:00,8127,413,6689,1535
2026-01-30 00:00:00+00:00,7496,400,3572,1862
2026-01-31 00:00:00+00:00,3124,323,2417,1396
2026-02-01 00:00:00+00:00,1563,234,2248,1301
2026-02-02 00:00:00+00:00,3377,380,3202,1763
