time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-06 00:00:00+00:00,498,192,1711,940
2025-09-07 00:00:00+00:00,486,208,1923,1060
2025-09-08 00:00:00+00:00,866,298,2810,1556
2025-09-09 00:00:00+00:00,1679,405,3156,1638
2025-09-10 00:00:00+00:00,1626,334,3260,1643
2025-09-11 00:00:00+00:00,1083,359,2732,1509
2025-09-12 00:00:00+00:00,761,279,2432,1441
2025-09-13 00:00:00+00:00,229,146,1543,884
2025-09-14 00:00:00+00:00,583,220,1741,929
2025-09-15 00:00:00+00:00,1226,399,2821,1665
2025-09-16 00:00:00+00:00,2521,470,2875,1560
2025-09-17 00:00:00+00:00,1439,431,2760,1607
2025-09-18 00:00:00+00:00,1433,465,2647,1476
2025-09-19 00:00:00+00:00,956,320,2078,1247
