time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-08 00:00:00+00:00,1012,127,6651,2545
2024-08-09 00:00:00+00:00,323,86,5597,2076
2024-08-10 00:00:00+00:00,80,65,3108,1153
2024-08-11 00:00:00+00:00,73,51,3288,1271
2024-08-12 00:00:00+00:00,172,131,5592,2297
2024-08-13 00:00:00+00:00,378,97,6164,2213
2024-08-14 00:00:00+00:00,792,90,6087,2135
2024-08-15 00:00:00+00:00,143,118,5083,1914
2024-08-16 00:00:00+00:00,280,91,5217,1899
2024-08-17 00:00:00+00:00,157,82,3337,1297
2024-08-18 00:00:00+00:00,91,69,3636,1217
2024-08-19 00:00:00+00:00,197,126,6113,2216
2024-08-20 00:00:00+00:00,388,80,6723,2382
2024-08-21 00:00:00+00:00,545,75,5229,2121
