time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-06 00:00:00+00:00,546,167,1552,796
2025-12-07 00:00:00+00:00,639,161,1342,665
2025-12-08 00:00:00+00:00,1993,343,2442,1239
2025-12-09 00:00:00+00:00,1641,385,2844,1325
2025-12-10 00:00:00+00:00,1072,257,2628,1234
2025-12-11 00:00:00+00:00,1392,359,2353,1234
2025-12-12 00:00:00+00:00,1175,268,2083,1148
2025-12-13 00:00:00+00:00,2540,203,1828,845
2025-12-14 00:00:00+00:00,7272,279,1676,842
2025-12-15 00:00:00+00:00,4816,291,1978,1064
2025-12-16 00:00:00+00:00,745,264,2032,1143
2025-12-17 00:00:00+00:00,1858,237,1838,1103
2025-12-18 00:00:00+00:00,3508,508,2587,1413
2025-12-19 00:00:00+00:00,2843,573,2448,1239
