time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-08 00:00:00+00:00,1212,99,4868,2450
2024-10-09 00:00:00+00:00,275,65,4245,2166
2024-10-10 00:00:00+00:00,426,138,5009,2375
2024-10-11 00:00:00+00:00,301,80,6072,3738
2024-10-12 00:00:00+00:00,184,94,3194,1441
2024-10-13 00:00:00+00:00,110,88,2595,1304
2024-10-14 00:00:00+00:00,358,138,4671,2207
2024-10-15 00:00:00+00:00,1096,100,5165,2427
2024-10-16 00:00:00+00:00,330,90,5689,2306
2024-10-17 00:00:00+00:00,445,137,5277,2562
2024-10-18 00:00:00+00:00,182,78,4663,2331
2024-10-19 00:00:00+00:00,112,83,2796,1415
2024-10-20 00:00:00+00:00,141,77,2858,1356
2024-10-21 00:00:00+00:00,250,121,4550,2172
