time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-27 00:00:00+00:00,1052,518,16226,4142
2023-10-28 00:00:00+00:00,581,398,9780,2703
2023-10-29 00:00:00+00:00,541,406,11266,2605
2023-10-30 00:00:00+00:00,799,522,16263,4348
2023-10-31 00:00:00+00:00,849,595,15675,4274
2023-11-01 00:00:00+00:00,892,581,17089,4382
2023-11-02 00:00:00+00:00,821,601,17050,4299
2023-11-03 00:00:00+00:00,2237,621,14580,3913
2023-11-04 00:00:00+00:00,679,492,11021,2460
2023-11-05 00:00:00+00:00,603,436,11346,2648
2023-11-06 00:00:00+00:00,894,549,16144,4258
2023-11-07 00:00:00+00:00,1147,688,16402,4390
2023-11-08 00:00:00+00:00,854,598,16442,4901
2023-11-09 00:00:00+00:00,696,533,15303,4382
