time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-28 00:00:00+00:00,1252,445,3330,1796
2025-07-29 00:00:00+00:00,1429,425,3920,2000
2025-07-30 00:00:00+00:00,2326,522,3965,2129
2025-07-31 00:00:00+00:00,1992,515,3716,1907
2025-08-01 00:00:00+00:00,2011,445,3424,1815
2025-08-02 00:00:00+00:00,627,216,2421,1316
2025-08-03 00:00:00+00:00,659,256,2401,1341
2025-08-04 00:00:00+00:00,2115,480,4162,2388
2025-08-05 00:00:00+00:00,2174,406,3744,1976
2025-08-06 00:00:00+00:00,2209,414,3569,1956
2025-08-07 00:00:00+00:00,1850,468,3854,2087
2025-08-08 00:00:00+00:00,5516,589,3498,1882
2025-08-09 00:00:00+00:00,381,173,2018,1130
2025-08-10 00:00:00+00:00,1207,214,2412,1201
