time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-16 00:00:00+00:00,1416,340,3697,2198
2025-05-17 00:00:00+00:00,545,241,2360,1366
2025-05-18 00:00:00+00:00,603,234,2670,1393
2025-05-19 00:00:00+00:00,1007,408,3869,2051
2025-05-20 00:00:00+00:00,918,339,4250,2213
2025-05-21 00:00:00+00:00,479,299,3736,1992
2025-05-22 00:00:00+00:00,1469,462,3923,2236
2025-05-23 00:00:00+00:00,487,279,3798,2035
2025-05-24 00:00:00+00:00,816,219,2888,1599
2025-05-25 00:00:00+00:00,439,221,2347,1243
2025-05-26 00:00:00+00:00,1116,350,3806,2040
2025-05-27 00:00:00+00:00,921,259,3967,2115
2025-05-28 00:00:00+00:00,1033,323,4080,2231
2025-05-29 00:00:00+00:00,581,312,3437,1882
