time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-16 00:00:00+00:00,1020,207,1459,820
2025-11-17 00:00:00+00:00,2288,497,2340,1310
2025-11-18 00:00:00+00:00,3851,687,2782,1588
2025-11-19 00:00:00+00:00,3017,577,4915,1356
2025-11-20 00:00:00+00:00,3882,648,3982,1263
2025-11-21 00:00:00+00:00,3399,491,2256,1087
2025-11-22 00:00:00+00:00,4113,383,1331,674
2025-11-23 00:00:00+00:00,657,197,1504,763
2025-11-24 00:00:00+00:00,1380,416,2598,1344
2025-11-25 00:00:00+00:00,2128,501,2480,1256
2025-11-26 00:00:00+00:00,2153,645,2505,1254
2025-11-27 00:00:00+00:00,1499,420,2534,1299
2025-11-28 00:00:00+00:00,1480,299,2138,1134
2025-11-29 00:00:00+00:00,426,177,5859,686
