time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-10 00:00:00+00:00,2077,432,3052,1573
2025-11-11 00:00:00+00:00,814,294,2533,1354
2025-11-12 00:00:00+00:00,1301,324,2794,1451
2025-11-13 00:00:00+00:00,1635,496,2773,1370
2025-11-14 00:00:00+00:00,1704,367,2553,1356
2025-11-15 00:00:00+00:00,605,202,1450,864
2025-11-16 00:00:00+00:00,1020,207,1459,820
2025-11-17 00:00:00+00:00,2288,497,2340,1310
2025-11-18 00:00:00+00:00,3851,687,2782,1588
2025-11-19 00:00:00+00:00,3017,577,4915,1356
2025-11-20 00:00:00+00:00,3882,648,3982,1263
2025-11-21 00:00:00+00:00,3399,491,2256,1087
2025-11-22 00:00:00+00:00,4113,383,1331,674
2025-11-23 00:00:00+00:00,639,182,1348,691
