time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-07 00:00:00+00:00,100,59,4384,1417
2024-07-08 00:00:00+00:00,351,127,6742,2388
2024-07-09 00:00:00+00:00,573,79,7448,2615
2024-07-10 00:00:00+00:00,665,59,7796,2490
2024-07-11 00:00:00+00:00,521,135,8026,3014
2024-07-12 00:00:00+00:00,934,71,8153,3040
2024-07-13 00:00:00+00:00,317,70,5061,1650
2024-07-14 00:00:00+00:00,450,76,5854,1950
2024-07-15 00:00:00+00:00,892,128,12040,3624
2024-07-16 00:00:00+00:00,771,84,11779,3893
2024-07-17 00:00:00+00:00,761,79,9023,3220
2024-07-18 00:00:00+00:00,811,160,10163,3449
2024-07-19 00:00:00+00:00,847,105,8808,2945
2024-07-20 00:00:00+00:00,262,108,5524,1607
