time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-01 00:00:00+00:00,2678,633,2632,1310
2025-12-02 00:00:00+00:00,2713,617,2867,1346
2025-12-03 00:00:00+00:00,3156,792,2858,1409
2025-12-04 00:00:00+00:00,3111,509,3182,1395
2025-12-05 00:00:00+00:00,1748,432,2275,1205
2025-12-06 00:00:00+00:00,546,167,1552,796
2025-12-07 00:00:00+00:00,639,161,1342,665
2025-12-08 00:00:00+00:00,1993,343,2442,1239
2025-12-09 00:00:00+00:00,1641,385,2844,1325
2025-12-10 00:00:00+00:00,1072,257,2628,1234
2025-12-11 00:00:00+00:00,1392,359,2353,1234
2025-12-12 00:00:00+00:00,1175,268,2083,1148
2025-12-13 00:00:00+00:00,2540,203,1828,845
2025-12-14 00:00:00+00:00,7256,273,1586,789
