time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-13 00:00:00+00:00,229,146,1543,884
2025-09-14 00:00:00+00:00,583,220,1741,929
2025-09-15 00:00:00+00:00,1226,399,2821,1665
2025-09-16 00:00:00+00:00,2521,470,2875,1560
2025-09-17 00:00:00+00:00,1439,431,2760,1607
2025-09-18 00:00:00+00:00,1433,465,2647,1476
2025-09-19 00:00:00+00:00,990,333,2180,1301
2025-09-20 00:00:00+00:00,423,218,1495,862
2025-09-21 00:00:00+00:00,417,227,1855,890
2025-09-22 00:00:00+00:00,1273,416,2855,1509
2025-09-23 00:00:00+00:00,1143,370,2814,1492
2025-09-24 00:00:00+00:00,1737,462,3031,1654
2025-09-25 00:00:00+00:00,3291,609,2867,1528
2025-09-26 00:00:00+00:00,1992,475,2520,1333
