time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-01 00:00:00+00:00,155,77,4147,2192
2024-12-02 00:00:00+00:00,595,110,5916,2916
2024-12-03 00:00:00+00:00,473,101,5422,2612
2024-12-04 00:00:00+00:00,412,87,4902,2353
2024-12-05 00:00:00+00:00,293,99,4965,2417
2024-12-06 00:00:00+00:00,586,110,4523,2038
2024-12-07 00:00:00+00:00,97,66,2943,1447
2024-12-08 00:00:00+00:00,130,69,2977,1409
2024-12-09 00:00:00+00:00,521,101,5291,2420
2024-12-10 00:00:00+00:00,278,95,4714,2337
2024-12-11 00:00:00+00:00,403,92,4721,2300
2024-12-12 00:00:00+00:00,406,106,4668,2363
2024-12-13 00:00:00+00:00,524,90,4645,2121
2024-12-14 00:00:00+00:00,109,72,2633,1190
