time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-17 00:00:00+00:00,1065,877,10594,3365
2024-04-18 00:00:00+00:00,2039,1423,8506,2984
2024-04-19 00:00:00+00:00,1151,867,8711,2900
2024-04-20 00:00:00+00:00,975,809,5353,1827
2024-04-21 00:00:00+00:00,1197,808,6131,1912
2024-04-22 00:00:00+00:00,2352,1411,9060,3135
2024-04-23 00:00:00+00:00,1375,932,10387,3235
2024-04-24 00:00:00+00:00,1222,888,9141,3235
2024-04-25 00:00:00+00:00,1783,1358,8852,3304
2024-04-26 00:00:00+00:00,1053,809,8321,2883
2024-04-27 00:00:00+00:00,953,737,5260,1892
2024-04-28 00:00:00+00:00,1119,809,6660,2109
2024-04-29 00:00:00+00:00,1865,1389,10416,3117
2024-04-30 00:00:00+00:00,1227,787,7136,2659
